,day_of_week,hour,source,destination,type,avg_distance,avg_lyft_price,avg_uber_price,preferred
19731,2,9,South Station,West End,lux,2.069090909090909,21.5,20.625,Uber
19732,2,9,South Station,West End,black_xl,1.8780000000000001,28.333333333333332,30.5,Lyft
19733,2,9,South Station,North Station,shared,2.08,7.0,7.9,Lyft
19734,2,9,South Station,North Station,standard,2.166666666666667,12.0,9.5,Uber
19735,2,9,South Station,North Station,lux,2.3628571428571425,20.7,19.5,Uber
19736,2,9,South Station,North Station,black_xl,2.1399999999999997,42.5,28.333333333333332,Uber
19737,2,9,South Station,Theatre District,lux,1.2133333333333334,16.166666666666668,17.333333333333332,Lyft
19738,2,9,South Station,Theatre District,standard,1.235,9.0,8.333333333333334,Uber
19739,2,9,South Station,Theatre District,xl,1.241111111111111,12.666666666666666,14.166666666666666,Lyft
19740,2,9,South Station,Theatre District,black_xl,1.2266666666666668,26.75,27.071428571428573,Lyft
19741,2,9,South Station,Theatre District,shared,1.23,4.5,7.75,Lyft
19742,2,9,South Station,Beacon Hill,xl,2.568333333333333,16.5,16.875,Lyft
19743,2,9,South Station,Beacon Hill,lux,2.5629999999999997,22.166666666666668,21.5,Uber
19744,2,9,South Station,Beacon Hill,shared,2.55,7.0,8.666666666666666,Lyft
19745,2,9,South Station,Beacon Hill,black_xl,2.5485714285714285,34.0,30.333333333333332,Uber
19746,2,9,South Station,Financial District,lux,0.5941176470588235,14.454545454545455,15.666666666666666,Lyft
19747,2,9,South Station,Financial District,shared,0.5857142857142857,4.333333333333333,4.875,Lyft
19748,2,9,South Station,Financial District,standard,0.635,7.0,6.666666666666667,Uber
19749,2,9,South Station,Financial District,xl,0.5685714285714286,10.5,9.5,Uber
19750,2,9,South Station,Financial District,black_xl,0.57,26.0,26.666666666666668,Lyft
19751,2,9,Northeastern University,North Station,lux,3.129285714285714,24.0625,23.083333333333332,Uber
19752,2,9,Northeastern University,North Station,xl,3.124285714285714,16.5,17.833333333333332,Lyft
19753,2,9,Northeastern University,North Station,black_xl,3.0576923076923075,34.0,33.666666666666664,Uber
19754,2,9,Northeastern University,North Station,standard,3.2309999999999994,13.5,11.0,Uber
19755,2,9,Northeastern University,North Station,shared,3.2342857142857144,7.5,9.5,Lyft
19756,2,9,Northeastern University,Theatre District,black_xl,2.0033333333333334,29.166666666666668,28.666666666666668,Uber
19757,2,9,Northeastern University,Theatre District,xl,1.8988888888888888,14.5,14.083333333333334,Uber
19758,2,9,Northeastern University,Theatre District,lux,2.045,21.583333333333332,18.083333333333332,Uber
19759,2,9,Northeastern University,Theatre District,shared,1.9877777777777779,7.0,8.357142857142858,Lyft
19760,2,9,Northeastern University,Theatre District,standard,1.99875,9.5,9.7,Lyft
19761,2,9,Northeastern University,Beacon Hill,lux,2.5125000000000006,21.166666666666668,20.916666666666668,Uber
19762,2,9,Northeastern University,Beacon Hill,black_xl,2.5328571428571425,41.666666666666664,30.5,Uber
19763,2,9,Northeastern University,Beacon Hill,shared,2.6216666666666666,10.25,10.125,Uber
19764,2,9,Northeastern University,Beacon Hill,standard,2.496,12.0,10.5,Uber
19765,2,9,Northeastern University,Beacon Hill,xl,2.5100000000000002,18.166666666666668,20.0,Lyft
19766,2,9,Northeastern University,West End,standard,2.8411111111111116,10.714285714285714,9.0,Uber
19767,2,9,Northeastern University,West End,lux,2.849411764705882,24.923076923076923,21.25,Uber
19768,2,9,Northeastern University,West End,black_xl,2.9212499999999997,35.375,33.875,Uber
19769,2,9,Northeastern University,West End,xl,2.8385714285714285,18.5,18.0,Uber
19770,2,9,Northeastern University,West End,shared,2.9483333333333337,7.0,9.333333333333334,Lyft
19771,2,9,Northeastern University,Back Bay,standard,1.4928571428571427,8.333333333333334,8.875,Lyft
19772,2,9,Northeastern University,Back Bay,lux,1.433,16.5,17.333333333333332,Lyft
19773,2,9,Northeastern University,Back Bay,shared,1.4372727272727273,5.571428571428571,7.25,Lyft
19774,2,9,Northeastern University,Back Bay,xl,1.545,10.75,13.5,Lyft
19775,2,9,Northeastern University,Back Bay,black_xl,1.4125,32.25,25.75,Uber
19776,2,9,Northeastern University,Financial District,lux,4.0874999999999995,27.875,27.5,Uber
19777,2,9,Northeastern University,Financial District,standard,4.12,13.5,15.833333333333334,Lyft
19778,2,9,Northeastern University,Financial District,shared,4.7375,7.0,10.166666666666666,Lyft
19779,2,9,Northeastern University,Financial District,black_xl,4.3462499999999995,40.1,39.0,Uber
19780,2,9,Northeastern University,Financial District,xl,4.118888888888888,21.0,23.642857142857142,Lyft
19781,2,9,Back Bay,North End,shared,3.474999999999999,5.0,10.785714285714286,Lyft
19782,2,9,Back Bay,North End,lux,3.2928571428571423,25.375,28.166666666666668,Lyft
19783,2,9,Back Bay,North End,black_xl,2.91,44.5,32.6,Uber
19784,2,9,Back Bay,North End,standard,2.64,11.0,10.5,Uber
19785,2,9,Back Bay,North End,xl,3.7233333333333327,16.5,19.3,Lyft
19786,2,9,Back Bay,Northeastern University,standard,1.115,7.285714285714286,7.333333333333333,Lyft
19787,2,9,Back Bay,Northeastern University,lux,1.096666666666667,14.7,15.25,Lyft
19788,2,9,Back Bay,Northeastern University,black_xl,1.0855555555555556,27.785714285714285,25.0,Uber
19789,2,9,Back Bay,Northeastern University,shared,1.105,4.5,7.5,Lyft
19790,2,9,Back Bay,Northeastern University,xl,1.09,10.7,10.5,Uber
19791,2,9,Back Bay,Boston University,shared,1.4428571428571428,5.0,7.4,Lyft
19792,2,9,Back Bay,Boston University,xl,1.44125,12.0,12.083333333333334,Lyft
19793,2,9,Back Bay,Boston University,black_xl,1.488,26.5,24.75,Uber
19794,2,9,Back Bay,Boston University,lux,1.4757142857142858,16.5,16.0,Uber
19795,2,9,Back Bay,South Station,lux,2.8125,25.714285714285715,25.7,Uber
19796,2,9,Back Bay,South Station,black_xl,3.183076923076923,30.0,38.214285714285715,Lyft
19797,2,9,Back Bay,South Station,standard,3.2339999999999995,10.8,11.9,Lyft
19798,2,9,Back Bay,South Station,shared,3.182,5.625,10.416666666666666,Lyft
19799,2,9,Back Bay,South Station,xl,3.8924999999999996,19.0,21.3,Lyft
19800,2,9,Back Bay,Fenway,lux,1.3975,15.0,14.75,Uber
19801,2,9,Back Bay,Fenway,shared,1.3666666666666665,3.25,8.0,Lyft
19802,2,9,Back Bay,Fenway,standard,1.3966666666666667,7.0,7.5,Lyft
19803,2,9,Back Bay,Haymarket Square,xl,2.4320000000000004,16.5,16.0,Uber
19804,2,9,Back Bay,Haymarket Square,shared,2.3166666666666664,7.0,8.75,Lyft
19805,2,9,Back Bay,Haymarket Square,standard,2.316,9.375,9.5,Lyft
19806,2,9,Back Bay,Haymarket Square,lux,2.481111111111111,21.285714285714285,21.0,Uber
19807,2,21,South Station,Back Bay,xl,2.9000000000000004,18.0,18.375,Lyft
19808,2,21,South Station,Back Bay,lux,3.100625,23.85,24.666666666666668,Lyft
19809,2,21,South Station,Back Bay,standard,3.0277777777777777,11.428571428571429,10.0,Uber
19810,2,21,South Station,Back Bay,shared,3.1633333333333336,5.8,10.5,Lyft
19811,2,21,South Station,Back Bay,black_xl,2.98,38.125,31.666666666666668,Uber
19812,2,21,South Station,North Station,xl,2.073333333333333,13.5,14.714285714285714,Lyft
19813,2,21,South Station,North Station,black_xl,1.9155555555555555,27.5,28.285714285714285,Lyft
19814,2,21,South Station,North Station,lux,2.00375,21.75,18.375,Uber
19815,2,21,South Station,North Station,shared,2.0529999999999995,7.625,8.666666666666666,Lyft
19816,2,21,South Station,North Station,standard,2.0175,9.0,9.071428571428571,Lyft
19817,2,21,South Station,Financial District,shared,0.5733333333333334,3.0714285714285716,5.0,Lyft
19818,2,21,South Station,Financial District,black_xl,0.5958333333333333,27.357142857142858,26.6,Uber
19819,2,21,South Station,Financial District,standard,0.5873333333333333,7.222222222222222,6.666666666666667,Uber
19820,2,21,South Station,Financial District,xl,0.5866666666666668,9.428571428571429,11.2,Lyft
19821,2,21,South Station,Financial District,lux,0.5793333333333334,13.5625,15.642857142857142,Lyft
19822,2,21,South Station,Beacon Hill,xl,2.5460000000000003,13.5,14.875,Lyft
19823,2,21,South Station,Beacon Hill,lux,2.5277777777777777,18.75,21.2,Lyft
19824,2,21,South Station,Beacon Hill,shared,2.53375,7.0,9.333333333333334,Lyft
19825,2,21,South Station,Beacon Hill,standard,2.5183333333333335,9.75,10.25,Lyft
19826,2,21,South Station,Beacon Hill,black_xl,2.5375,30.0,30.0,Lyft
19827,2,21,South Station,Theatre District,standard,1.2659999999999998,7.0,8.0,Lyft
19828,2,21,South Station,Theatre District,shared,1.2671428571428573,5.0,8.166666666666666,Lyft
19829,2,21,South Station,Theatre District,lux,1.1925000000000001,16.5,17.0,Lyft
19830,2,21,South Station,Theatre District,black_xl,1.245,26.0,26.5,Lyft
19831,2,21,South Station,West End,standard,1.94625,8.875,10.875,Lyft
19832,2,21,South Station,West End,xl,2.0233333333333334,14.5,17.333333333333332,Lyft
19833,2,21,South Station,West End,black_xl,2.088888888888889,34.625,28.6,Uber
19834,2,21,South Station,West End,lux,1.9675,20.142857142857142,19.1,Uber
19835,2,21,South Station,West End,shared,1.8511111111111112,7.0,8.166666666666666,Lyft
19836,2,21,Haymarket Square,West End,lux,0.6706666666666666,12.428571428571429,15.875,Lyft
19837,2,21,Haymarket Square,West End,black_xl,0.6799999999999999,26.375,26.857142857142858,Lyft
19838,2,21,Haymarket Square,West End,shared,0.65,3.75,8.4,Lyft
19839,2,21,Haymarket Square,West End,standard,0.6900000000000001,7.0,9.25,Lyft
19840,2,21,Haymarket Square,West End,xl,0.6500000000000001,9.6,11.166666666666666,Lyft
19841,2,21,Haymarket Square,Back Bay,standard,2.128,10.75,9.5,Uber
19842,2,21,Haymarket Square,Back Bay,shared,2.445,6.2,9.5,Lyft
19843,2,21,Haymarket Square,Back Bay,xl,2.1966666666666668,15.75,15.285714285714286,Uber
19844,2,21,Haymarket Square,Back Bay,lux,2.333076923076923,20.09090909090909,22.25,Lyft
19845,2,21,Haymarket Square,Beacon Hill,standard,1.2275,7.333333333333333,9.0,Lyft
19846,2,21,Haymarket Square,Beacon Hill,black_xl,1.182,27.125,27.166666666666668,Lyft
19847,2,21,Haymarket Square,Beacon Hill,lux,1.2209090909090907,15.5,16.0,Lyft
19848,2,21,Haymarket Square,Beacon Hill,shared,1.259090909090909,4.0,8.714285714285714,Lyft
19849,2,21,Haymarket Square,Beacon Hill,xl,1.2266666666666668,12.25,13.0,Lyft
19850,2,21,Haymarket Square,North Station,lux,0.5137499999999999,12.9,15.666666666666666,Lyft
19851,2,21,Haymarket Square,North Station,shared,0.5066666666666667,5.0,6.625,Lyft
19852,2,21,Haymarket Square,North Station,black_xl,0.49000000000000005,27.5,26.5,Uber
19853,2,21,Haymarket Square,North Station,xl,0.49000000000000005,9.0,9.5,Lyft
19854,2,21,Haymarket Square,Financial District,shared,0.9688888888888888,3.9,7.75,Lyft
19855,2,21,Haymarket Square,Financial District,black_xl,0.9649999999999999,27.5,27.25,Uber
19856,2,21,Haymarket Square,Financial District,standard,0.91375,7.0,7.3,Lyft
19857,2,21,Haymarket Square,Financial District,lux,0.9666666666666667,13.25,15.5,Lyft
19858,2,21,Haymarket Square,Financial District,xl,0.9890000000000001,10.333333333333334,10.625,Lyft
19859,2,21,Haymarket Square,Theatre District,lux,1.1960000000000002,16.5,17.6,Lyft
19860,2,21,Haymarket Square,Theatre District,shared,1.1977777777777778,4.3,7.5,Lyft
19861,2,21,Haymarket Square,Theatre District,black_xl,1.181111111111111,26.5,26.833333333333332,Lyft
19862,2,21,Haymarket Square,Theatre District,xl,1.21,11.2,14.166666666666666,Lyft
19863,2,21,Haymarket Square,Theatre District,standard,1.195,7.5,8.75,Lyft
19864,2,21,Back Bay,Haymarket Square,xl,2.3985714285714286,15.5,16.875,Lyft
19865,2,21,Back Bay,Haymarket Square,shared,2.292857142857143,5.0,9.6,Lyft
19866,2,21,Back Bay,Haymarket Square,lux,2.3575,22.166666666666668,23.166666666666668,Lyft
19867,2,21,Back Bay,Haymarket Square,standard,2.2737499999999997,10.25,15.5,Lyft
19868,2,21,Back Bay,Fenway,lux,1.3973913043478263,19.03846153846154,15.4,Uber
19869,2,21,Back Bay,Fenway,black_xl,1.3827272727272726,35.5,24.4,Uber
19870,2,21,Back Bay,Fenway,standard,1.4008333333333332,10.166666666666666,7.583333333333333,Uber
19871,2,21,Back Bay,Fenway,shared,1.365,4.1,7.388888888888889,Lyft
19872,2,21,Back Bay,Fenway,xl,1.3727272727272726,13.2,11.75,Uber
19873,2,21,Back Bay,North End,standard,3.8366666666666664,10.5,12.1,Lyft
19874,2,21,Back Bay,North End,xl,3.1775,16.5,19.0,Lyft
19875,2,21,Back Bay,North End,shared,2.836,6.0,10.0,Lyft
19876,2,21,Back Bay,North End,lux,3.0085714285714285,22.625,23.833333333333332,Lyft
19877,2,21,Back Bay,North End,black_xl,2.638,35.5,34.0,Uber
19878,2,21,Back Bay,Northeastern University,lux,1.082,17.38888888888889,16.0,Uber
19879,2,21,Back Bay,Northeastern University,xl,1.0866666666666667,10.833333333333334,10.833333333333334,Lyft
19880,2,21,Back Bay,Northeastern University,black_xl,1.1,32.625,27.0,Uber
19881,2,21,Back Bay,Northeastern University,shared,1.122,7.0,6.75,Uber
19882,2,21,Back Bay,South Station,xl,2.4123076923076927,13.071428571428571,18.333333333333332,Lyft
19883,2,21,Back Bay,South Station,shared,2.1425,5.4,10.0,Lyft
19884,2,21,Back Bay,South Station,lux,1.9871428571428573,17.166666666666668,24.3,Lyft
19885,2,21,Back Bay,South Station,standard,2.2933333333333334,8.9,11.571428571428571,Lyft
19886,2,21,Back Bay,South Station,black_xl,2.7380000000000004,26.75,34.916666666666664,Lyft
19887,2,21,Back Bay,Boston University,lux,1.457272727272727,15.75,15.5,Uber
19888,2,21,Back Bay,Boston University,shared,1.436,3.9,7.4,Lyft
19889,2,21,Back Bay,Boston University,black_xl,1.4433333333333331,26.642857142857142,25.0,Uber
19890,2,21,Back Bay,Boston University,standard,1.4425,7.333333333333333,7.916666666666667,Lyft
19891,2,21,Back Bay,Boston University,xl,1.4500000000000002,13.5,12.5,Uber
19892,2,21,Northeastern University,Theatre District,lux,2.068333333333334,19.875,20.375,Lyft
19893,2,21,Northeastern University,Theatre District,xl,2.158888888888889,16.5,13.75,Uber
19894,2,21,Northeastern University,Theatre District,shared,2.144,6.2,7.8,Lyft
19895,2,21,Northeastern University,Theatre District,black_xl,2.164166666666667,30.25,28.375,Uber
19896,2,21,Northeastern University,Theatre District,standard,1.98125,9.5,8.1,Uber
19897,2,21,Northeastern University,Back Bay,shared,1.3685714285714285,3.6666666666666665,7.75,Lyft
19898,2,21,Northeastern University,Back Bay,xl,1.4442857142857142,11.25,11.833333333333334,Lyft
19899,2,21,Northeastern University,Back Bay,lux,1.4549999999999996,14.357142857142858,16.333333333333332,Lyft
19900,2,21,Northeastern University,Back Bay,standard,1.4783333333333335,7.0,8.1875,Lyft
19901,2,21,Northeastern University,Back Bay,black_xl,1.445,27.5,26.0,Uber
19902,2,21,Northeastern University,Beacon Hill,lux,2.560769230769231,20.0,21.642857142857142,Lyft
19903,2,21,Northeastern University,Beacon Hill,standard,2.5725,9.9,11.214285714285714,Lyft
19904,2,21,Northeastern University,Beacon Hill,black_xl,2.5127272727272723,32.75,32.42857142857143,Uber
19905,2,21,Northeastern University,Beacon Hill,xl,2.466666666666667,14.785714285714286,16.5,Lyft
19906,2,21,Northeastern University,Beacon Hill,shared,2.5460000000000003,6.0,9.625,Lyft
19907,2,21,Northeastern University,Financial District,shared,4.525999999999999,9.0,11.0,Lyft
19908,2,21,Northeastern University,Financial District,xl,4.115,21.75,26.75,Lyft
19909,2,21,Northeastern University,Financial District,lux,4.291250000000001,26.0,27.857142857142858,Lyft
19910,2,21,Northeastern University,Financial District,black_xl,4.1975,40.25,37.25,Uber
19911,2,21,Northeastern University,Financial District,standard,4.39,13.5,14.375,Lyft
19912,2,21,Northeastern University,North Station,xl,3.2100000000000004,18.5,19.25,Lyft
19913,2,21,Northeastern University,North Station,standard,3.2228571428571433,12.5,10.375,Uber
19914,2,21,Northeastern University,North Station,lux,3.2136363636363643,24.428571428571427,24.25,Uber
19915,2,21,Northeastern University,North Station,black_xl,3.223333333333334,38.5,34.07142857142857,Uber
19916,2,21,Northeastern University,North Station,shared,3.221666666666667,6.416666666666667,9.5,Lyft
19917,2,21,Northeastern University,West End,lux,2.8322222222222218,20.25,22.8,Lyft
19918,2,21,Northeastern University,West End,xl,2.8316666666666666,17.25,21.5,Lyft
19919,2,21,Northeastern University,West End,black_xl,2.844,35.0,31.75,Uber
19920,2,21,Northeastern University,West End,standard,2.7924999999999995,11.666666666666666,12.5,Lyft
19921,2,21,Northeastern University,West End,shared,2.8374999999999995,7.0,8.25,Lyft
19922,2,21,North Station,Fenway,black_xl,3.0990909090909096,34.0,33.714285714285715,Uber
19923,2,21,North Station,Fenway,lux,3.1500000000000004,22.7,24.5,Lyft
19924,2,21,North Station,Fenway,xl,3.116666666666667,16.5,17.666666666666668,Lyft
19925,2,21,North Station,Fenway,standard,3.1262499999999998,9.5,10.875,Lyft
19926,2,21,North Station,Fenway,shared,3.1125,5.25,9.5,Lyft
19927,2,21,North Station,Boston University,xl,3.05,16.5,17.928571428571427,Lyft
19928,2,21,North Station,Boston University,lux,3.073888888888889,23.3,24.625,Lyft
19929,2,21,North Station,Boston University,black_xl,3.0769999999999995,36.7,33.6,Uber
19930,2,21,North Station,Boston University,standard,3.033333333333333,10.75,10.785714285714286,Lyft
19931,2,21,North Station,Boston University,shared,3.0629999999999997,6.0,10.2,Lyft
19932,2,21,North Station,Northeastern University,black_xl,3.26,34.5,35.5,Lyft
19933,2,21,North Station,Northeastern University,shared,3.211,7.0,11.3125,Lyft
19934,2,21,North Station,Northeastern University,lux,3.306923076923076,24.555555555555557,25.625,Lyft
19935,2,21,North Station,Northeastern University,xl,3.237142857142857,17.5,17.875,Lyft
19936,2,21,North Station,Northeastern University,standard,3.238571428571429,10.833333333333334,11.125,Lyft
19937,2,21,North Station,North End,lux,1.0609090909090908,15.642857142857142,15.75,Lyft
19938,2,21,North Station,North End,xl,1.0483333333333333,10.75,10.875,Lyft
19939,2,21,North Station,North End,black_xl,1.0641666666666667,26.6,26.928571428571427,Lyft
19940,2,21,North Station,North End,standard,1.0842857142857143,7.0,8.25,Lyft
19941,2,21,North Station,North End,shared,1.14,4.75,6.5,Lyft
19942,2,21,North Station,South Station,shared,2.0749999999999997,4.5,9.125,Lyft
19943,2,21,North Station,South Station,lux,2.036666666666667,18.9,19.3125,Lyft
19944,2,21,North Station,South Station,standard,2.010909090909091,9.0,9.6,Lyft
19945,2,21,North Station,South Station,black_xl,2.099333333333333,27.416666666666668,27.666666666666668,Lyft
19946,2,21,North Station,South Station,xl,2.0323076923076924,14.5,14.4,Uber
19947,2,21,North Station,Haymarket Square,black_xl,0.6025,26.75,26.083333333333332,Uber
19948,2,21,North Station,Haymarket Square,xl,0.5877777777777778,9.75,11.0,Lyft
19949,2,21,North Station,Haymarket Square,standard,0.6116666666666667,7.0,7.5,Lyft
19950,2,21,North Station,Haymarket Square,lux,0.6375,12.125,16.0,Lyft
19951,2,21,Beacon Hill,Northeastern University,shared,2.3685714285714283,7.5,8.833333333333334,Lyft
19952,2,21,Beacon Hill,Northeastern University,xl,2.406153846153846,16.125,16.3,Lyft
19953,2,21,Beacon Hill,Northeastern University,black_xl,2.3636363636363633,31.75,29.4,Uber
19954,2,21,Beacon Hill,Northeastern University,lux,2.4431249999999998,21.041666666666668,21.375,Lyft
19955,2,21,Beacon Hill,Northeastern University,standard,2.442,9.0,12.0,Lyft
19956,2,21,Beacon Hill,South Station,standard,2.3033333333333332,9.7,10.0,Lyft
19957,2,21,Beacon Hill,South Station,xl,2.1485714285714286,13.5,13.666666666666666,Lyft
19958,2,21,Beacon Hill,South Station,shared,2.2812500000000004,6.6,8.5,Lyft
19959,2,21,Beacon Hill,South Station,lux,2.395,21.857142857142858,19.666666666666668,Uber
19960,2,21,Beacon Hill,Fenway,lux,2.358333333333333,21.4,20.5,Uber
19961,2,21,Beacon Hill,Fenway,shared,2.35,7.0,8.5,Lyft
19962,2,21,Beacon Hill,Fenway,standard,2.33,9.0,9.0,Lyft
19963,2,21,Beacon Hill,Fenway,black_xl,2.3049999999999997,30.0,26.0,Uber
19964,2,21,Beacon Hill,Haymarket Square,shared,1.33,4.2,8.75,Lyft
19965,2,21,Beacon Hill,Haymarket Square,standard,1.3245454545454545,7.571428571428571,8.25,Lyft
19966,2,21,Beacon Hill,Haymarket Square,xl,1.3133333333333332,12.125,14.0,Lyft
19967,2,21,Beacon Hill,Haymarket Square,black_xl,1.324,27.0,27.25,Lyft
19968,2,21,Beacon Hill,North End,standard,1.6777777777777778,9.0,8.75,Uber
19969,2,21,Beacon Hill,North End,shared,1.6163636363636364,5.5,9.0,Lyft
19970,2,21,Beacon Hill,North End,black_xl,1.564,29.071428571428573,27.333333333333332,Uber
19971,2,21,Beacon Hill,North End,xl,1.8399999999999999,13.142857142857142,14.0,Lyft
19972,2,21,Beacon Hill,Boston University,xl,2.285454545454545,15.9,16.583333333333332,Lyft
19973,2,21,Beacon Hill,Boston University,shared,2.2925,6.125,8.625,Lyft
19974,2,21,Beacon Hill,Boston University,black_xl,2.2927272727272725,29.5,29.25,Uber
19975,2,21,Beacon Hill,Boston University,lux,2.2969230769230764,23.785714285714285,20.5,Uber
19976,2,21,Beacon Hill,Boston University,standard,2.278888888888889,9.666666666666666,10.25,Lyft
19977,2,21,Fenway,North Station,shared,3.228333333333333,7.0,8.333333333333334,Lyft
19978,2,21,Fenway,North Station,lux,3.257857142857143,25.7,23.0,Uber
19979,2,21,Fenway,North Station,standard,3.32,11.625,12.0,Lyft
19980,2,21,Fenway,North Station,xl,3.48,25.25,20.5,Uber
19981,2,21,Fenway,Financial District,xl,3.9760000000000004,29.166666666666668,20.25,Uber
19982,2,21,Fenway,Financial District,black_xl,4.281,53.92857142857143,39.166666666666664,Uber
19983,2,21,Fenway,Financial District,standard,4.154545454545455,14.0,12.3,Uber
19984,2,21,Fenway,Financial District,lux,4.4383333333333335,27.5,28.166666666666668,Lyft
19985,2,21,Fenway,Financial District,shared,4.25,8.875,10.0,Lyft
19986,2,21,Fenway,Back Bay,standard,1.5344444444444445,7.571428571428571,8.0,Lyft
19987,2,21,Fenway,Back Bay,shared,1.50375,5.0,7.4,Lyft
19988,2,21,Fenway,Back Bay,lux,1.52,14.7,15.75,Lyft
19989,2,21,Fenway,Back Bay,black_xl,1.498,34.833333333333336,27.5,Uber
19990,2,21,Fenway,Theatre District,standard,2.6500000000000004,11.5,11.375,Uber
19991,2,21,Fenway,Theatre District,shared,2.6427272727272726,8.3125,9.0,Lyft
19992,2,21,Fenway,Theatre District,lux,2.682499999999999,28.625,21.625,Uber
19993,2,21,Fenway,Theatre District,black_xl,2.5384615384615383,36.57142857142857,31.333333333333332,Uber
19994,2,21,Fenway,Theatre District,xl,2.7288888888888887,17.357142857142858,16.25,Uber
19995,2,21,Fenway,Beacon Hill,lux,2.411428571428572,20.5,21.5,Lyft
19996,2,21,Fenway,Beacon Hill,xl,2.515,15.5,17.666666666666668,Lyft
19997,2,21,Fenway,Beacon Hill,black_xl,2.4781818181818185,30.0,30.428571428571427,Lyft
19998,2,21,Fenway,Beacon Hill,shared,2.434,7.0,8.5,Lyft
19999,2,21,Fenway,Beacon Hill,standard,2.41,8.833333333333334,9.0,Lyft
20000,2,21,Fenway,West End,xl,2.763333333333333,15.9,20.071428571428573,Lyft
20001,2,21,Fenway,West End,black_xl,2.819166666666666,33.0,33.583333333333336,Lyft
20002,2,21,Fenway,West End,standard,2.792307692307692,10.125,11.5,Lyft
20003,2,21,Fenway,West End,shared,2.8299999999999996,7.4,10.2,Lyft
20004,2,21,Fenway,West End,lux,2.8292307692307688,23.666666666666668,22.25,Uber
20005,2,21,Boston University,Beacon Hill,black_xl,2.7589999999999995,32.833333333333336,31.875,Uber
20006,2,21,Boston University,Beacon Hill,lux,2.7443750000000007,23.4,21.333333333333332,Uber
20007,2,21,Boston University,Beacon Hill,standard,2.713333333333333,10.4375,9.5,Uber
20008,2,21,Boston University,Beacon Hill,shared,2.8016666666666663,7.0,10.5,Lyft
20009,2,21,Boston University,Beacon Hill,xl,2.7699999999999996,18.1,16.333333333333332,Uber
20010,2,21,Boston University,Theatre District,xl,2.911428571428572,18.5,17.75,Uber
20011,2,21,Boston University,Theatre District,black_xl,2.955,33.625,32.0,Uber
20012,2,21,Boston University,Theatre District,shared,2.8242857142857143,8.0,8.333333333333334,Lyft
20013,2,21,Boston University,Theatre District,lux,2.902857142857143,27.2,21.75,Uber
20014,2,21,Boston University,Theatre District,standard,2.9714285714285715,11.5,13.75,Lyft
20015,2,21,Boston University,North Station,shared,3.4150000000000005,7.0,10.0,Lyft
20016,2,21,Boston University,North Station,lux,3.4844444444444442,25.214285714285715,23.75,Uber
20017,2,21,Boston University,North Station,xl,3.4085714285714284,16.5,19.75,Lyft
20018,2,21,Boston University,North Station,black_xl,3.4585714285714286,36.125,37.166666666666664,Lyft
20019,2,21,Boston University,North Station,standard,3.3750000000000004,10.75,12.666666666666666,Lyft
20020,2,21,Boston University,Back Bay,shared,1.5457142857142858,5.0,7.2,Lyft
20021,2,21,Boston University,Back Bay,standard,1.6333333333333335,7.4,8.125,Lyft
20022,2,21,Boston University,Back Bay,lux,1.6872727272727275,16.928571428571427,17.375,Lyft
20023,2,21,Boston University,Back Bay,black_xl,1.6400000000000001,27.375,26.375,Uber
20024,2,21,Boston University,Back Bay,xl,1.5483333333333336,11.0,12.8,Lyft
20025,2,21,Boston University,Financial District,lux,4.6414285714285715,26.9,34.0,Lyft
20026,2,21,Boston University,Financial District,black_xl,3.9949999999999997,42.5,39.1,Uber
20027,2,21,Boston University,Financial District,standard,4.542,13.5,14.0,Lyft
20028,2,21,Boston University,Financial District,shared,4.497142857142857,7.875,10.166666666666666,Lyft
20029,2,21,Boston University,Financial District,xl,4.465,21.5,21.5,Lyft
20030,2,21,Boston University,West End,lux,3.1059999999999994,24.35,23.9,Uber
20031,2,21,Boston University,West End,standard,3.0800000000000005,10.333333333333334,8.5,Uber
20032,2,21,Boston University,West End,black_xl,3.1316666666666673,34.0,34.5,Lyft
20033,2,21,Boston University,West End,xl,3.0599999999999996,17.5,16.5,Uber
20034,2,21,West End,Northeastern University,shared,3.0683333333333334,7.0,10.0,Lyft
20035,2,21,West End,Northeastern University,black_xl,3.094,34.0,32.25,Uber
20036,2,21,West End,Northeastern University,lux,3.070909090909091,24.75,27.0,Lyft
20037,2,21,West End,Northeastern University,standard,3.07,11.0,11.5,Lyft
20038,2,21,West End,Northeastern University,xl,3.0728571428571425,17.7,18.25,Lyft
20039,2,21,West End,Fenway,shared,2.91,6.3,9.375,Lyft
20040,2,21,West End,Fenway,lux,2.9442105263157896,22.766666666666666,23.0,Lyft
20041,2,21,West End,Fenway,standard,2.9110000000000005,11.166666666666666,11.625,Lyft
20042,2,21,West End,Fenway,black_xl,2.937333333333333,34.27272727272727,30.875,Uber
20043,2,21,West End,Fenway,xl,2.8945454545454545,17.1,18.5,Lyft
20044,2,21,West End,Boston University,black_xl,2.854545454545455,33.785714285714285,30.875,Uber
20045,2,21,West End,Boston University,shared,2.881333333333333,6.833333333333333,10.0,Lyft
20046,2,21,West End,Boston University,standard,2.838181818181819,10.3,10.666666666666666,Lyft
20047,2,21,West End,Boston University,lux,2.8746666666666667,22.0,23.333333333333332,Lyft
20048,2,21,West End,Boston University,xl,2.86125,16.5,16.333333333333332,Uber
20049,2,21,West End,Haymarket Square,standard,0.79125,7.0,7.5,Lyft
